"id","text","author","headline","profileUrl","timestamp","likes","comments","searchQuery","likesParsed","commentsParsed","engagement","isLead","leadScore","hotLead","ciComplaints","potentialCodemagicLead","hiring","question","stack","company","leadType"
"urn:li:activity:7423430424174977024","Most mobile teams don’t struggle with building apps.
 They struggle with releasing them safely.
So I recently built a small project to practice mobile CI/CD done the right way.
It’s a complete Android delivery pipeline using:
 GitHub Actions, Gradle, Fastlane, Firebase Distribution, and SonarCloud.
One design choice I focused on was separating CI and CD with manual gates:
CI → validate & analyze
 CD → release only when intentionally triggered
This avoids accidental deployments, improves governance, and fits how mobile releases work in real enterprise environments.
Simple idea. Big impact.
Always interesting how small pipeline decisions affect reliability and confidence in production.
Repo: https://lnkd.in/d_u6S-SF

hashtag
#DevOps 
hashtag
#MobileDevOps 
hashtag
#CICD 
hashtag
#Android 
hashtag
#Automation 
hashtag
#PlatformEngineering
…more","","Senior DevOps / SRE Engineer | AWS Cost Visibility | Monitoring & Reliability | Kubernetes(French speaker)
Senior DevOps / SRE Engineer | AWS Cost Visibility | Monitoring & Reliability | Kubernetes(French speaker)","https://www.linkedin.com/in/markamir00?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABm2-zYBhqzBdBYURuCvWG9kQB3iiPWTMzc","1mo • 
 
1 month ago • Visible to anyone on or off LinkedIn","21","6 comments","android ci pipeline",21,6000000,12000021,true,17,true,"{""platformsMentioned"":[""github actions""],""ciComplaintText"":""""}",true,false,false,"[]","","CI Pain"
"urn:li:activity:7397207662196813824","Stop saying you need a $3,000 laptop to build software.


See those red Xs in the screenshot? 👇
Those aren't failures. That is me rewriting package.json files, debugging Java 17 dependencies, and fixing Capacitor config errors—live.

And I did it all from my smartphone.


There is a massive misconception that you need a high-end PC, Android Studio, and three monitors to build a native mobile app.
I am building Visual Guardian, a safety tech startup. I don't have a dev team or a fancy rig. I have my phone and a mission.
Today, I set up a full CI/CD pipeline on GitHub Actions.
I edited the YAML workflows in a mobile browser


I forced npm to align dependency versions.
I debugged the Gradle build process.
The result? The green checkmark at the top. A fully compiled, signed Android APK, built entirely in the cloud, orchestrated from a device that fits in my pocket.

Resourcefulness is a better skill than buying expensive hardware.


Question for my network: What is the craziest workaround you’ve ever used to get a project across the finish line when you didn't have the ""right"" tools?


P.S. If I can build the backend, frontend, and release pipeline for a safety app on a phone, you can definitely launch that idea you've been sitting on. No excuses.

the product👉 https://lnkd.in/gY8h4SEu

hashtag
#CloudEngineering 
hashtag
#DevOps 
hashtag
#MobileFirst 
hashtag
#StartupGrind 
hashtag
#GitHubActions 
hashtag
#NoExcuses
…more","","---
---","https://www.linkedin.com/in/lungisani-mtembu-249422152?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACS5wNkB3en3tV-0prt5FLY300l65q3XO6c","3mo • 
 
3 months ago • Visible to anyone on or off LinkedIn","244","115 comments","android ci pipeline",244,115000000,230000244,true,26,true,"{""platformsMentioned"":[""github actions""],""ciComplaintText"":""""}",true,false,true,"[]","","CI Pain"
"urn:li:activity:7309883121481510912","🚀 Mastering CI/CD with ArgoCD: A Hands-On Guide 🚀
🔹Do you want to streamline your deployments and embrace GitOps?
🔹Are you looking for a fully automated, secure, and scalable CI/CD pipeline?
In this project, I will guide you through setting up a CI/CD pipeline using the following tools and technologies:
 - GitHub Actions – Automation at its finest
 - Amazon EKS & ECR – Scalable Kubernetes clusters & container storage
 - Snyk – Security scanning for vulnerabilities
 - ArgoCD – GitOps-driven continuous delivery
By the end, you’ll have a seamless pipeline from GitHub → Kubernetes with full automation! 🎯


hashtag
#Automation 
hashtag
#AWS 
hashtag
#Kubernetes 
hashtag
#DevOps 
hashtag
#Security
🔗 Check out the full guide below.
…more","","DevOps & Cloud Engineer || AWS || Terraform || CI/CD || Docker || ECS || Kubernetes
DevOps & Cloud Engineer || AWS || Terraform || CI/CD || Docker || ECS || Kubernetes","https://www.linkedin.com/in/flora-yuyuun?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADY86rEBb475seEHtPMDClx6kl7nDIcLsQo","11mo • Edited • 
 
11 months ago • Edited • Visible to anyone on or off LinkedIn","48","20 comments","android ci pipeline",48,20000000,40000048,true,28,true,"{""platformsMentioned"":[""github actions""],""ciComplaintText"":""""}",true,true,true,"[]","","CI Pain"
"urn:li:activity:7431052517142257664","🚀 Hiring : Automotive Software Integration Engineer | Germany 🚗💻

Are you the master of the ""Build & Release"" universe? Elevate AI is seeking a Software Integration & CI/CD Specialist for a global Tier-1 client in Germany. We need someone who can turn a continuous code base into a streamlined, automated release machine.

What you’ll do: 
🔹 Design CI/CD pipelines (Jenkins/GitLab/Azure/Bitbucket/Amazon code). 
🔹 Lead Yocto/Bitbake and Automotive Android builds. 
🔹 Automate software flashing & testing on target hardware. 
🔹 Define Git workflows that actually work for large teams.

The Must-Haves: 
✅ 5+ years in Automotive SW Integration. 
✅ Expertise in Python, Bash, and Yocto and Kubernetes or similar
✅ Hands-on with CAPL and automated flashing. 
✅ Ready to start Immediately.

📍 Location: Wolfsburg, Germany 
📩 Ready to elevate your career? Apply here: https://lnkd.in/dGqmagyA


hashtag
#AutomotiveSoftware 
hashtag
#DevOps 
hashtag
#CICD 
hashtag
#Yocto 
hashtag
#GermanyJobs 
hashtag
#AndroidAutomotive 
hashtag
#EmbeddedSoftware 
hashtag
#Hiring 
hashtag
#ImmediateJoiner
…more","","243 followers
243 followers","https://www.linkedin.com/company/elevate-ai-ug/posts","1w • Edited • 
 
1 week ago • Edited • Visible to anyone on or off LinkedIn","15","2 comments","android ci pipeline",15,2000000,4000015,true,22,true,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,true,"[]","","CI Pain"
"urn:li:activity:7335679738558017539","Alhamdulillah! After a few hours of learning on KodeKloud, I've managed to set up my own little Jenkins architecture using Python scripts that I've created and uploaded to my GitHub. For more context, this basic project contains the following:

• A Jenkins controller with parallel execution enabled, installed and running on a Red Hat node
• Two Jenkins agents (One on an Ubuntu node and the other on a Red Hat node, both configured with a single executor)
• Python scripts to partially streamline the installation and configuration of both the Jenkins controller and agents
• A Jenkins job that automatically deploys the latest version of my SymmEncrypt web application from GitHub, which you can find here [1]
• Intentional configuration errors introduced to simulate both successful and failed builds for troubleshooting practice
• A single Google Cloud project serving as a test environment and hosting the Jenkins infrastructure for this project

Although this project may not be very advanced, it helped me deepen my understanding of CI/CD pipelines and Jenkins. Feel free to leave any constructive feedback in the comments, and try out the scripts I’ve shared on my GitHub [2]. You’re also welcome to check out my 
hashtag
#homelab setup and shop here [3]!

[1] https://lnkd.in/eKHkwsTk
[2] https://lnkd.in/eFRfsK-G
[3] https://lnkd.in/eDr-AsTs
…more","","Google Cloud | knowledgeVaults
Google Cloud | knowledgeVaults","https://www.linkedin.com/in/jonmarcorpuz?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADp7qS8Bizvnw9M2XMi0EtDOZsN7dEnGrl0","9mo • Edited • 
 
9 months ago • Edited • Visible to anyone on or off LinkedIn","798","28 comments","android ci pipeline",798,28000000,56000798,true,21,true,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,false,"[]","","CI Pain"
"urn:li:activity:7376924008790843392","Why Every DevOps Engineer Needs a Developer Mindset 🚀

Just wrapped up setting up my first Android CI/CD pipeline on Bitbucket Pipelines after working with GitHub Actions. As a Java developer turned DevOps engineer, this reminded me why a developer background is a superpower in DevOps.
The Challenge 🔧
What started as a “simple” Android pipeline turned into a debugging marathon:
🔴 Flutter Plugin Issues
 CI kept pulling old versions despite flutter pub upgrade.
 💡 Developer mindset: I knew pubspec.lock was locking versions (just like Maven’s pom.lock).
🔴 Signing Key Mismatch
 Google Play rejected builds due to wrong SHA1.
 💡 Developer mindset: My Java/Gradle experience helped me check build.gradle.kts and fix signing configs.
🔴 Bitbucket vs GitHub Actions
 Different syntax, caching & env handling.
 💡 Developer mindset: Instead of copy-pasting configs, I adapted my knowledge of build lifecycles.
Why Developer Experience Matters 💡
🔍 Deep Troubleshooting – Parse compiler errors, understand build tools, isolate issues systematically.
 🏗️ Cross-Platform Knowledge – Concepts like dependency management, build → test → deploy are universal.
 🔧 Confidence to Dive Deep – Edited build.gradle.kts myself, managed keystores, reasoned about failures.
 🎯 Better Collaboration – Ask the right questions, bridge dev & infra teams, propose informed fixes.

Key Takeaway:
DevOps isn’t just automation—it’s about understanding how code builds, deploys & fails. My time as a Java developer taught me more about debugging pipelines than years of ops alone.
💬 To aspiring DevOps engineers: Learn development fundamentals.
 💬 To developers moving into DevOps: Your coding experience is your secret weapon.
Have you had your developer background save the day in DevOps? Drop your stories below! 👇

hashtag
#DevOps 
hashtag
#Flutter 
hashtag
#Android 
hashtag
#Bitbucket 
hashtag
#DeveloperMindset 
hashtag
#CI_CD 
hashtag
#SoftwareEngineering
…more","","DevOps Engineer at Mindbowser Inc
DevOps Engineer at Mindbowser Inc","https://www.linkedin.com/in/sumedh-shingade?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAC_Q_UUBuYWjrXAd0U_O1uNEDs7XrpLII1g","5mo • 
 
5 months ago • Visible to anyone on or off LinkedIn","50","2 comments","android ci pipeline",50,2000000,4000050,true,31,true,"{""platformsMentioned"":[""github actions""],""ciComplaintText"":""""}",true,false,true,"[""flutter""]","Mindbowser Inc
DevOps Engineer at Mindbowser Inc","CI Pain"
"urn:li:activity:7290277522288631808","🚀 End-to-End CI/CD Pipeline with Jenkins, SonarQube, Nexus, and Tomcat! 

I recently built a **Jenkins pipeline** that streamlines the entire **code, build, test, and deploy** process by integrating: 

🔹 SonarQube – Ensuring code quality and security with static analysis 
🔹 Nexus – Managing artifacts efficiently for a structured deployment 
🔹 Tomcat – Automating application deployment for faster releases 


 How does it work?
1️⃣ Code is committed → Jenkins triggers the pipeline 
2️⃣ SonarQube scans the code for vulnerabilities and best practices 
3️⃣ **Build & artifact creation** using Maven/Gradle 
4️⃣ Artifacts pushed to Nexus for version control 
5️⃣ Automated deployment to Tomcat for seamless delivery 

Benefits:
✅ Improved **code quality & security** 
✅ Centralized **artifact storage & versioning** 
✅ **Automated deployments** for efficiency 
✅ Faster, reliable, and **repeatable CI/CD workflow** 

This setup ensures a **robust and scalable DevOps pipeline**, making software delivery **faster, safer, and more efficient**! 🔥 

What’s your approach to integrating these tools? Let’s discuss best practices! 👇 


hashtag
#DevOps 
hashtag
#CICD 
hashtag
#Jenkins 
hashtag
#SonarQube 
hashtag
#Nexus 
hashtag
#Tomcat 
hashtag
#Automation 
hashtag
#SoftwareEngineering
…more","","Systems Engineer at TCS
Systems Engineer at TCS","https://www.linkedin.com/in/venkata-kishore-vusa-b730472b1?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAErvSccBx0LFG0dcV-E07FWAZWYTUcIF1SU","1yr • Edited • 
 
1 year ago • Edited • Visible to anyone on or off LinkedIn","47","7 comments","android ci pipeline",47,7000000,14000047,true,25,true,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,true,"[]","TCS
Systems Engineer at TCS","CI Pain"
"urn:li:activity:7435288562595520512","🚀 Hiring Android & iOS Automation Engineers (Appium | Cloud Tools | CI/CD)
📍 Locations: Noida / Hyderabad / Vijayawada
🧩 Experience: 6 to 12 years
🔍 Role Overview
HCLTech is looking for talented and passionate Mobile Automation Engineers with strong hands-on experience in Android & iOS automation, Appium, and cloud-based testing platforms. If you enjoy building robust automation frameworks and working with CI/CD pipelines, this role is for you.
💡 Key Responsibilities
Develop, enhance, and maintain automation frameworks for Android and iOS mobile applications.
Design and execute automated test scripts using Appium across multiple devices.
Integrate mobile test suites into CI/CD pipelines (Azure DevOps, Jenkins, GitHub Actions, etc.).
Work with cloud-based mobile testing tools (Lambdatest, BrowserStack, AWS Device Farm, Sauce Labs, etc.).
Collaborate with developers, QA teams, and product owners to ensure high‑quality releases.
Analyze test results, identify defects, and drive continuous quality improvements.
🎯 Required Skills
6–12 years of hands-on experience in Mobile Test Automation.
Strong expertise in Appium, Java or Python, and automation design patterns.
Experience with Android Studio, Xcode, and device debugging.
Practical experience with cloud testing platforms (e.g., BrowserStack / SauceLabs / AWS Device Farm).
Solid understanding of CI/CD tools and pipelines.
Knowledge of Git, ADB commands, XCTest, UIAutomator is a plus.
Excellent problem‑solving and communication skills.
📍 Work Locations
Noida
Hyderabad
Vijayawada

👉 https://lnkd.in/dfFCc-mM
…more","","ENTRA- Global Jobs Platform | 20+ Countries • 12K+ in LinkedIn groups• IT Jobs Worldwide • Dubai IT Jobs Hub • Dubai HR Jobs Hub • Booking for Hotels • Airbnb for Apartments • ENTRA for Careers
ENTRA- Global Jobs Platform | 20+ Countries • 12K+ in LinkedIn groups• IT Jobs Worldwide • Dubai IT Jobs Hub • Dubai HR Jobs Hub • Booking for Hotels • Airbnb for Apartments • ENTRA for Careers","https://www.linkedin.com/in/ksenia-kurdiukova-entra-dubai?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAFXM2qcB1qgsjPAdzqzQqd1RexZ7xVmaeLA","3h • 
 
3 hours ago • Visible to anyone on or off LinkedIn","1","0","android ci pipeline",1,0,1,true,15,true,"{""platformsMentioned"":[""github actions"",""jenkins"",""azure devops""],""ciComplaintText"":""""}",true,true,false,"[]","","CI Pain"
"urn:li:activity:7419352451637727233","We’re hiring Android Software Engineer! 🙌 💥 

We’re looking for an experienced Android Software Engineer with strong hands-on knowledge of Kotlin, Coroutines, RealmDB, RoomDB, and Firebase to help build and maintain high-quality mobile applications.

Experience with CI/CD pipelines (Azure DevOps) and working in agile environments using Jira and Confluence is highly valued.

If you’re passionate about clean code, mobile development, and continuous improvement, I'd love to connect.

👉 Feel free to reach out or apply here: https://lnkd.in/daqMz_GU
…more","","IT Recruiter | Passionate Recruiter Driving Growth and Innovation ✨
IT Recruiter | Passionate Recruiter Driving Growth and Innovation ✨","https://www.linkedin.com/in/antonia-musteata-0578641b5?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADIjcUMB68iYcbOKaTsj1ogLzCr2qGy79WA","1mo • 
 
1 month ago • Visible to anyone on or off LinkedIn","122","32 comments","android ci pipeline",122,32000000,64000122,true,25,true,"{""platformsMentioned"":[""azure devops""],""ciComplaintText"":""""}",true,true,false,"[""kotlin""]","","CI Pain"
"urn:li:activity:7431642060732125184","🚀 Hiring – Automotive SW Integration Engineer | Germany 🇩🇪
We are currently supporting one of our clients in Germany who is looking to hire an experienced Automotive Software Integration Engineer.
🔎 Experience Required: 5+ years in Automotive Software Integration
✅ Key Responsibilities & Skills:
Design and manage CI/CD pipelines (Jenkins / GitLab / Azure)
Lead Yocto / Bitbake builds
Automotive Android build experience
Strong expertise in Python & Bash
Hands-on experience with Yocto
Strong understanding of Automotive software integration processes
This is an excellent opportunity to work on cutting-edge automotive technologies in a dynamic environment.
📩 Interested candidates can share their CV at:
Parvez.rabbani@rapinnotech.de
Feel free to like, share, or tag someone who might be a great fit.

hashtag
#Hiring 
hashtag
#Automotive 
hashtag
#SoftwareIntegration 
hashtag
#Yocto 
hashtag
#CICD 
hashtag
#GermanyJobs 
hashtag
#AutomotiveEngineering 
hashtag
#Python 
hashtag
#Bash 
hashtag
#Android 
hashtag
#TechJobs
…more","","Assistant Vice President – Recruitment | Strategic Talent Partner – Germany (Europe) & UK | Driving Scalable Hiring Solutions
Assistant Vice President – Recruitment | Strategic Talent Partner – Germany (Europe) & UK | Driving Scalable Hiring Solutions","https://www.linkedin.com/in/mohammdeparvezrabbani?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAGeCewBgOA3FvBl74ct9HhB5wgt8AI_53I","1w • 
 
1 week ago • Visible to anyone on or off LinkedIn","11","1 comment","android ci pipeline",11,1000000,2000011,true,15,true,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,false,"[]","","CI Pain"
"urn:li:activity:7431790182670008320","Direct End Client Requirement
Title: Mobile DevOps Engineer (Android & iOS)
Location: Sylmar, CA
Duration: 12 months+
Email: Prasanna@dynamic-enterprise.net
Phone: 847-582-0831


hashtag
#Hiring 
hashtag
#DevOps 
hashtag
#mobiledevops 
hashtag
#devopsengineer 
hashtag
#python 
hashtag
#Aws 
hashtag
#azure 
hashtag
#cloud 
hashtag
#jenkins 
hashtag
#kubernetes 
hashtag
#airwatch 
hashtag
#Android 
hashtag
#Ios 
hashtag
#Docker 
hashtag
#GitHub #C# 
hashtag
#benchsales 
hashtag
#sales 
hashtag
#recruiter 
hashtag
#jobopportunities 
hashtag
#Californiajobs 
hashtag
#sylmar 
hashtag
#losangelas 
hashtag
#jobs 
hashtag
#contractjobs 
hashtag
#contractroles 
hashtag
#directclient
…more","","Sr Resource Manager
Sr Resource Manager","https://www.linkedin.com/in/prasanna-kumar-40349117a?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACpt8gMBhoVbYUFF95TmQET7oZF4C7SnV9Y","1w • 
 
1 week ago • Visible to anyone on or off LinkedIn","6","4 comments","mobile devops",6,4000000,8000006,true,5,false,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,false,"[]","","CI Pain"
"urn:li:activity:7435183294138322944","🚀 We’re Hiring: Senior Mobile DevOps Engineer

💼 Experience Required: 5+ years in DevOps (5 - 8 Years)
Location: 
hashtag
#Bangalore (Only Local Candidates)
Max Budget:- 20 LPA
Max notice - 31 March Joiners Only

🔧 Key Responsibilities:
• Design and maintain CI/CD pipelines for mobile apps (iOS & Android)
• Build automation and Infrastructure as Code using tools like Terraform or Ansible
• Implement monitoring and observability solutions for app performance
• Integrate security scanning and compliance checks into pipelines
• Collaborate with developers, QA, and operations teams to improve delivery efficiency

🛠 Required Skills:
• CI/CD tools: 
hashtag
#Azure 
hashtag
#DevOps, 
hashtag
#Jenkins, 
hashtag
#Fastlane
• Mobile build processes: 
hashtag
#iOS & 
hashtag
#Android
• Testing frameworks: 
hashtag
#Appium, 
hashtag
#Jest
• Version control: 
hashtag
#Git, 
hashtag
#GitHub, 
hashtag
#AzureRepos
• Containerization & cloud: 
hashtag
#Docker, 
hashtag
#Kubernetes, 
hashtag
#AWS / 
hashtag
#Azure
• Scripting: 
hashtag
#Shell, Python

📩 If you’re interested, share your updated resume to varshini@aeronexinfotech.com


hashtag
#Hiring 
hashtag
#DevOps 
hashtag
#MobileDevOps 
hashtag
#CI_CD 
hashtag
#AzureDevOps 
hashtag
#Jenkins 
hashtag
#Fastlane 
hashtag
#iOSDevelopment 
hashtag
#AndroidDevelopment 
hashtag
#Automation 
hashtag
#CloudComputing 
hashtag
#Docker 
hashtag
#Kubernetes 
hashtag
#TechJobs 
hashtag
#HiringNow
…more","","HR operations || HR coordinator || talent acquisition || Recruitment || people management
HR operations || HR coordinator || talent acquisition || Recruitment || people management","https://www.linkedin.com/in/varshini-n-r-a811951ba?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADLtrMEB3OXu2DmP3xkRiYMZM5e0IhtcCwU","10h • 
 
10 hours ago • Visible to anyone on or off LinkedIn","0","0","mobile devops",0,0,0,true,9,true,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,false,"[]","","CI Pain"
"urn:li:activity:7430581962345594880","🚀 Hiring: DevOps Engineer – Mobile

📍 Location: Abu Dhabi, UAE
 📅 Duration: 6 Months – 1 Year (Contract)
 🧑‍💻 Experience Required: Minimum 6–7 Years

 Required Skills:
6–7+ years of DevOps experience with exposure to mobile app environments
Strong experience with CI/CD tools (Jenkins, GitHub Actions, GitLab CI, etc.)
Experience with containerization (Docker, Kubernetes)
Cloud platform expertise (Azure / AWS / GCP)
Strong scripting skills (Bash, Python, etc.)
Understanding of security best practices in DevOps

📩 Apply now : rec1@myhtptech.com/ hr@myhtptech.com 
Subject Line: DevOps Engineer – Mobile

Additionally, please provide the following information:
💼 Total Exp : 
💼 Devops Engineer Exp : 
💰 Current Salary: 
💰 Expected Salary: 
📆 Notice period:
📍 Current Location:


hashtag
#Hiring 
hashtag
#DevOpsEngineer 
hashtag
#MobileDevOps 
hashtag
#CI_CD 
hashtag
#CloudEngineering 
hashtag
#AbuDhabiJobs 
hashtag
#UAEJobs 
hashtag
#ContractRole 
hashtag
#TechHiring
…more","","HR Coordinator | Onboarding & Offboarding | Talent Acquisition & HR Operations | UAE Labor Law | Compliance & Employee Relations
HR Coordinator | Onboarding & Offboarding | Talent Acquisition & HR Operations | UAE Labor Law | Compliance & Employee Relations","https://www.linkedin.com/in/rahmath-panikaveetil-7917651b9?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADLV8B0Bn1tQRyyy80CeVhfUNowRUA8zJ1c","1w • 
 
1 week ago • Visible to anyone on or off LinkedIn","19","2 comments","mobile devops",19,2000000,4000019,true,9,true,"{""platformsMentioned"":[""github actions"",""jenkins"",""gitlab ci""],""ciComplaintText"":""""}",true,false,false,"[""expo""]","","CI Pain"
"urn:li:activity:7435185013731745796","📍 JOB TITLE: Azure Devops
⏳ EXPERIENCE: 5 - 8 Years
📍 LOCATION: Bangalore

📖 ABOUT THE ROLE:
🔹 Design and maintain automated CI/CD pipelines for mobile applications on both iOS and Android platforms.
🔹 Implement infrastructure as code using tools like Terraform and Ansible to ensure scalable provisioning.
🔹 Deploy monitoring and observability solutions including Grafana and Azure Monitor for backend and mobile services.
🔹 Integrate security scanning tools such as SonarQube into the pipeline to enforce high compliance standards.
🔹 Collaborate with developers and QA teams to troubleshoot issues and optimize the overall delivery processes.

📄 Submit your resume: https://lnkd.in/drv98NbA 
📢 Do help us cascade these message for better reach.

Warm regards,
Team – Talent Solutions

hashtag
#hiring 
hashtag
#jobs 
hashtag
#AzureDevOps 
hashtag
#DevOpsEngineer 
hashtag
#CloudComputing 
hashtag
#CICD 
hashtag
#BangaloreJobs 
hashtag
#TalentSolutions 
hashtag
#CareerGrowth 
hashtag
#Automation

🏙️ 
hashtag
#BangaloreHiring 
hashtag
#JobsInBangalore 
hashtag
#BangaloreCareers 
hashtag
#TechJobsBangalore
…more","","Founder at Talent Solutions
Founder at Talent Solutions","https://www.linkedin.com/in/talent-solution?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAF6dMNUBj0G2AqPYtaOmn-3ozebE8LRoXoU","10h • 
 
10 hours ago • Visible to anyone on or off LinkedIn","0","0","mobile devops",0,0,0,true,8,true,"{""platformsMentioned"":[""azure devops""],""ciComplaintText"":""""}",true,false,false,"[]","Talent Solutions
Founder at Talent Solutions","CI Pain"
"urn:li:activity:7435011249773477888","🚀 Hiring: Mobile Developer (MAUI / Xamarin / C#)
📍 Location: Bhartiya City (BCIT), Bangalore
💼 Work Mode: Hybrid
🕒 Experience: 5+ Years
📢 Notice Period: Immediate or Serving Notice
We are looking for a highly skilled Mobile Developer to design, develop, and scale cross-platform mobile applications. If you have strong expertise in .NET MAUI, Xamarin, C#, and Angular, and enjoy building high-quality mobile experiences, this opportunity is for you!
🔹 Key Responsibilities:
Develop scalable, high-performance mobile apps for iOS & Android
Implement MVVM architecture and advanced UI components
Integrate RESTful APIs and third-party services
Work with Bluetooth, sensors, GPS, and wearable integrations
Optimize app performance, memory management, and threading
Handle deployment, app signing, provisioning profiles & store releases
Collaborate with QA, field teams, and cross-functional stakeholders
🔹 Required Skills:
Strong proficiency in C# & .NET Framework
Hands-on experience with Xamarin.Forms & .NET MAUI
Solid understanding of MVVM & XAML
Experience with Android SDK & iOS SDK
Knowledge of Azure Mobile Services / Firebase
Experience with Git (GitHub/GitLab)
Understanding of async/await, background services & performance profiling
🔹 Preferred:
REST API integration
SQLite / Entity Framework
CI/CD (Azure DevOps / GitHub Actions)
App Store & Play Store release management
Experience in Healthcare domain is a plus
📌 Note: Candidates open to relocation will not be considered.

📩 Interested candidates can share their resume at:
rajeevdutta1998@gmail.com


hashtag
#Hiring 
hashtag
#MobileDeveloper 
hashtag
#DotNet 
hashtag
#MAUI 
hashtag
#Xamarin 
hashtag
#CSharp 
hashtag
#Angular 
hashtag
#MVVM 
hashtag
#iOSDeveloper 
hashtag
#AndroidDeveloper 
hashtag
#BangaloreJobs 
hashtag
#HybridJobs 
hashtag
#ITJobs 
hashtag
#ImmediateHiring
…more","","Agency Partner
Agency Partner","https://www.linkedin.com/in/rajeev-dutta-5a5a4a213?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADYU8s0BAf3XeXavTqAkeq2_65OesUij7Zo","21h • 
 
21 hours ago • Visible to anyone on or off LinkedIn","11","0","mobile devops",11,0,11,true,15,true,"{""platformsMentioned"":[""github actions"",""azure devops""],""ciComplaintText"":""""}",true,true,false,"[]","","CI Pain"
"urn:li:activity:7427734868601597952","Title: Mobile QA Automation Android
Location: Dallas, TX / SFO, Hybrid
 
Mandatory skills: 
Mobile QA test automation using LambdaTest, Appium, BitRise. 
Android - Kotlin, Jetpack Compose 
iOS - SWIFT, SwiftUI and package mgr 
Solid understanding of secure coding incl experience managing PII & PCI info in an app, API interactions, CI/CD for mobile app builds
 
Role Overview
We are seeking an experienced Mobile QA Automation Engineer – Android to support GAP’s eCommerce mobile application teams. The engineer will be responsible for building robust automation, ensuring quality at scale, and enabling seamless customer experiences across GAP’s Android applications.

 Key Responsibilities
Design, develop, and maintain Android mobile test automation using tools such as LambdaTest, Appium, BitRise, and other modern frameworks.
Develop automated test scripts for Kotlin‑based apps using Jetpack Compose and modern Android architecture components.
Integrate automated suites into CI/CD pipelines (BitRise or equivalent).
Validate API integrations, mobile data flow, UI consistency, and cross‑platform behaviors.
Implement automation coverage for functional, regression, smoke, and end‑to‑end scenarios.
Work closely with development, product, and DevOps teams to ensure complete shift‑left QA alignment.
Ensure mobile app handling of PII & PCI data follows secure coding and compliance standards.
Troubleshoot failures across device farms, OS versions, and form factors.
Contribute to quality dashboards, reporting, and continuous improvement initiatives.
 
Required Skills & Experience
4–8+ years of experience in Mobile QA / Automation.
Strong hands‑on expertise with:
Appium, Lambda Test, Bit-Rise, mobile device farms.
Kotlin, Jetpack Compose, Android debugging (ADB, Logcat).
Proven experience automating Android native mobile apps.
Excellent understanding of:
Secure coding patterns, encryption, masking, PII/PCI handling.
API interaction validation—REST, JSON, network monitoring tools.
CI/CD for mobile app builds.
Ability to design scalable automation frameworks and reusable test components.
 
Good to Have
Experience in performance testing for mobile apps.
Exposure to monitoring tools, log analysis, and crash analytics (Firebase, NewRelic).
Knowledge of Agile, DevOps, and mobile release cycles.

rachana@sapphiresoftwaresolutions.com
…more","","Integration & Cloud Support Talent Specialist
Integration & Cloud Support Talent Specialist","https://www.linkedin.com/in/rachana-paka-218321244?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADyPTfQB1vMF7Wty4DjjeLJMd3rJsy-dQmU","2w • 
 
2 weeks ago • Visible to anyone on or off LinkedIn","6","0","mobile devops",6,0,6,true,9,true,"{""platformsMentioned"":[""bitrise""],""ciComplaintText"":""""}",true,false,false,"[""kotlin"",""swift"",""expo""]","","CI Pain"
